slug_game,discipline,event,medal_type,athlete_name,country,address,latitude,longitude
2018-pyeongchang,Figure skating,Ice Dance,GOLD,Scott MOIR,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Figure skating,Ice Dance,SILVER,Gabriella PAPADAKIS,France,Paris,48.8588897,2.320041022
2018-pyeongchang,Figure skating,Ice Dance,SILVER,Guillaume CIZERON,France,Paris,48.8588897,2.320041022
2018-pyeongchang,Figure skating,Ice Dance,BRONZE,Maia SHIBUTANI,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Figure skating,Ice Dance,BRONZE,Alex SHIBUTANI,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Figure skating,Pair Skating,GOLD,Aljona SAVCHENKO,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Figure skating,Pair Skating,GOLD,Bruno MASSOT,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Figure skating,Pair Skating,SILVER,Wenjing SUI,People's Republic of China,People's Republic of China,35.000074,104.999927
2018-pyeongchang,Figure skating,Pair Skating,SILVER,Cong HAN,People's Republic of China,People's Republic of China,35.000074,104.999927
2018-pyeongchang,Figure skating,Pair Skating,BRONZE,Meagan DUHAMEL,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Figure skating,Pair Skating,BRONZE,Eric RADFORD,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Figure skating,Men's Single Skating,GOLD,Yuzuru HANYU,Japan,Tokyo,35.6828387,139.7594549
2018-pyeongchang,Figure skating,Men's Single Skating,SILVER,Shoma UNO,Japan,Tokyo,35.6828387,139.7594549
2018-pyeongchang,Figure skating,Men's Single Skating,BRONZE,Javier FERNANDEZ,Spain,Madrid,40.4167047,-3.7035825
2018-pyeongchang,Figure skating,Ladies' Single Skating,GOLD,Alina ZAGITOVA,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Figure skating,Ladies' Single Skating,SILVER,Evgenia MEDVEDEVA,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Figure skating,Ladies' Single Skating,BRONZE,Kaetlyn OSMOND,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Ski Jumping,Men's Large Hill Individual,GOLD,Kamil STOCH,Poland,Warsaw,52.2319581,21.0067249
2018-pyeongchang,Ski Jumping,Men's Large Hill Individual,SILVER,Andreas WELLINGER,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Ski Jumping,Men's Large Hill Individual,BRONZE,Robert JOHANSSON,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Ski Jumping,Ladies' Normal Hill Individual,GOLD,Maren LUNDBY,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Ski Jumping,Ladies' Normal Hill Individual,SILVER,- -,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Ski Jumping,Ladies' Normal Hill Individual,BRONZE,Sara TAKANASHI,Japan,Tokyo,35.6828387,139.7594549
2018-pyeongchang,Ski Jumping,Men's Normal Hill Individual,GOLD,Andreas WELLINGER,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Ski Jumping,Men's Normal Hill Individual,SILVER,Johann Andre FORFANG,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Ski Jumping,Men's Normal Hill Individual,BRONZE,Robert JOHANSSON,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Short Track,Ladies' 1000m,GOLD,Suzanne SCHULTING,Netherlands,Amsterdam,52.3727598,4.8936041
2018-pyeongchang,Short Track,Ladies' 1000m,SILVER,Kim BOUTIN,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Short Track,Ladies' 1000m,BRONZE,Arianna FONTANA,Italy,Rome,41.8933203,12.4829321
2018-pyeongchang,Short Track,Ladies' 1500m,GOLD,Minjeong CHOI,Republic of Korea,Republic of Korea,36.638392,127.6961188
2018-pyeongchang,Short Track,Ladies' 1500m,SILVER,Jinyu LI,People's Republic of China,People's Republic of China,35.000074,104.999927
2018-pyeongchang,Short Track,Ladies' 1500m,BRONZE,Kim BOUTIN,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Short Track,Ladies' 500m,GOLD,Arianna FONTANA,Italy,Rome,41.8933203,12.4829321
2018-pyeongchang,Short Track,Ladies' 500m,SILVER,Yara VAN KERKHOF,Netherlands,Amsterdam,52.3727598,4.8936041
2018-pyeongchang,Short Track,Ladies' 500m,BRONZE,Kim BOUTIN,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Short Track,Men's 1000m,GOLD,Samuel GIRARD,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Short Track,Men's 1000m,SILVER,John-Henry KRUEGER,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Short Track,Men's 1000m,BRONZE,Yira SEO,Republic of Korea,Republic of Korea,36.638392,127.6961188
2018-pyeongchang,Short Track,Men's 500m,GOLD,Dajing WU,People's Republic of China,People's Republic of China,35.000074,104.999927
2018-pyeongchang,Short Track,Men's 500m,SILVER,Daeheon HWANG,Republic of Korea,Republic of Korea,36.638392,127.6961188
2018-pyeongchang,Short Track,Men's 500m,BRONZE,Hyojun LIM,Republic of Korea,Republic of Korea,36.638392,127.6961188
2018-pyeongchang,Short Track,Men's 1500m,GOLD,Hyojun LIM,Republic of Korea,Republic of Korea,36.638392,127.6961188
2018-pyeongchang,Short Track,Men's 1500m,SILVER,Sjinkie KNEGT,Netherlands,Amsterdam,52.3727598,4.8936041
2018-pyeongchang,Short Track,Men's 1500m,BRONZE,Semyon Yelistratov,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Alpine Skiing,Ladies' Alpine Combined,GOLD,Michelle GISIN,Switzerland,Bern,46.9482713,7.4514512
2018-pyeongchang,Alpine Skiing,Ladies' Alpine Combined,SILVER,Mikaela SHIFFRIN,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Alpine Skiing,Ladies' Alpine Combined,BRONZE,Wendy HOLDENER,Switzerland,Bern,46.9482713,7.4514512
2018-pyeongchang,Alpine Skiing,Men's Alpine Combined,GOLD,Marcel HIRSCHER,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Alpine Skiing,Men's Alpine Combined,SILVER,Alexis PINTURAULT,France,Paris,48.8588897,2.320041022
2018-pyeongchang,Alpine Skiing,Men's Alpine Combined,BRONZE,Victor MUFFAT JEANDET,France,Paris,48.8588897,2.320041022
2018-pyeongchang,Alpine Skiing,Men's Giant Slalom,GOLD,Marcel HIRSCHER,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Alpine Skiing,Men's Giant Slalom,SILVER,Henrik KRISTOFFERSEN,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Alpine Skiing,Men's Giant Slalom,BRONZE,Alexis PINTURAULT,France,Paris,48.8588897,2.320041022
2018-pyeongchang,Alpine Skiing,Men's Slalom,GOLD,Andre MYHRER,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Alpine Skiing,Men's Slalom,SILVER,Ramon ZENHAEUSERN,Switzerland,Bern,46.9482713,7.4514512
2018-pyeongchang,Alpine Skiing,Men's Slalom,BRONZE,Michael MATT,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Alpine Skiing,Men's Super-G,GOLD,Matthias MAYER,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Alpine Skiing,Men's Super-G,SILVER,Beat FEUZ,Switzerland,Bern,46.9482713,7.4514512
2018-pyeongchang,Alpine Skiing,Men's Super-G,BRONZE,Kjetil JANSRUD,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Alpine Skiing,Ladies' Slalom,GOLD,Frida HANSDOTTER,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Alpine Skiing,Ladies' Slalom,SILVER,Wendy HOLDENER,Switzerland,Bern,46.9482713,7.4514512
2018-pyeongchang,Alpine Skiing,Ladies' Slalom,BRONZE,Katharina GALLHUBER,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Alpine Skiing,Ladies' Giant Slalom,GOLD,Mikaela SHIFFRIN,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Alpine Skiing,Ladies' Giant Slalom,SILVER,Ragnhild MOWINCKEL,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Alpine Skiing,Ladies' Giant Slalom,BRONZE,Federica BRIGNONE,Italy,Rome,41.8933203,12.4829321
2018-pyeongchang,Alpine Skiing,Ladies' Downhill,GOLD,Sofia GOGGIA,Italy,Rome,41.8933203,12.4829321
2018-pyeongchang,Alpine Skiing,Ladies' Downhill,SILVER,Ragnhild MOWINCKEL,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Alpine Skiing,Ladies' Downhill,BRONZE,Lindsey VONN,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Alpine Skiing,Men's Downhill,GOLD,Aksel Lund SVINDAL,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Alpine Skiing,Men's Downhill,SILVER,Kjetil JANSRUD,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Alpine Skiing,Men's Downhill,BRONZE,Beat FEUZ,Switzerland,Bern,46.9482713,7.4514512
2018-pyeongchang,Alpine Skiing,Ladies' Super-G,GOLD,Ester LEDECKA,Czech Republic,Prague,50.0596288,14.44645927
2018-pyeongchang,Alpine Skiing,Ladies' Super-G,SILVER,Anna VEITH,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Alpine Skiing,Ladies' Super-G,BRONZE,Tina WEIRATHER,Liechtenstein,Vaduz,47.1392862,9.5227962
2018-pyeongchang,Luge,Women's Singles,GOLD,Natalie GEISENBERGER,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Luge,Women's Singles,SILVER,Dajana EITBERGER,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Luge,Women's Singles,BRONZE,Alex GOUGH,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Luge,Men's Singles,GOLD,David GLEIRSCHER,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Luge,Men's Singles,SILVER,Chris MAZDZER,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Luge,Men's Singles,BRONZE,Johannes LUDWIG,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Luge,Doubles,GOLD,Tobias WENDL,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Luge,Doubles,GOLD,Tobias ARLT,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Luge,Doubles,SILVER,Peter PENZ,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Luge,Doubles,SILVER,Georg FISCHLER,Austria,Vienna,48.2083537,16.3725042
2018-pyeongchang,Luge,Doubles,BRONZE,Toni EGGERT,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Luge,Doubles,BRONZE,Sascha BENECKEN,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Cross Country Skiing,Men's Sprint Classic,GOLD,Johannes H??sflot Kl??bo,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Men's Sprint Classic,SILVER,Federico PELLEGRINO,Italy,Rome,41.8933203,12.4829321
2018-pyeongchang,Cross Country Skiing,Men's Sprint Classic,BRONZE,Aleksandr Bolshunov,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Cross Country Skiing,Men's 15km Free,GOLD,Dario COLOGNA,Switzerland,Bern,46.9482713,7.4514512
2018-pyeongchang,Cross Country Skiing,Men's 15km Free,SILVER,Simen Hegstad KRUEGER,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Men's 15km Free,BRONZE,Denis SPITSOV,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Cross Country Skiing,Ladies' 10km Free,GOLD,Ragnhild HAGA,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Ladies' 10km Free,SILVER,Charlotte KALLA,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Cross Country Skiing,Ladies' 10km Free,BRONZE,Marit BJOERGEN,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Ladies' 10km Free,BRONZE,Krista PARMAKOSKI,Finland,Helsinki,60.1674881,24.9427473
2018-pyeongchang,Cross Country Skiing,Men's 15km+15km Skiathlon,GOLD,Simen Hegstad KRUEGER,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Men's 15km+15km Skiathlon,SILVER,Martin Johnsrud SUNDBY,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Men's 15km+15km Skiathlon,BRONZE,Hans Christer HOLUND,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Men's 50km Mass Start Classic,GOLD,Iivo NISKANEN,Finland,Helsinki,60.1674881,24.9427473
2018-pyeongchang,Cross Country Skiing,Men's 50km Mass Start Classic,SILVER,Aleksandr Bolshunov,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Cross Country Skiing,Men's 50km Mass Start Classic,BRONZE,Andrey LARKOV,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Cross Country Skiing,Ladies' 7.5km+7.5km Skiathlon,GOLD,Charlotte KALLA,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Cross Country Skiing,Ladies' 7.5km+7.5km Skiathlon,SILVER,Marit BJOERGEN,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Ladies' 7.5km+7.5km Skiathlon,BRONZE,Krista PARMAKOSKI,Finland,Helsinki,60.1674881,24.9427473
2018-pyeongchang,Cross Country Skiing,Ladies' Team Sprint Free,GOLD,Kikkan RANDALL,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Cross Country Skiing,Ladies' Team Sprint Free,GOLD,Jessica DIGGINS,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Cross Country Skiing,Ladies' Team Sprint Free,SILVER,Charlotte KALLA,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Cross Country Skiing,Ladies' Team Sprint Free,SILVER,Stina NILSSON,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Cross Country Skiing,Ladies' Team Sprint Free,BRONZE,Marit BJOERGEN,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Ladies' Team Sprint Free,BRONZE,Maiken Caspersen FALLA,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Ladies' Sprint Classic,GOLD,Stina NILSSON,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Cross Country Skiing,Ladies' Sprint Classic,SILVER,Maiken Caspersen FALLA,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Ladies' Sprint Classic,BRONZE,Yulia BELORUKOVA,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Cross Country Skiing,Men's Team Sprint Free,GOLD,Martin Johnsrud SUNDBY,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Men's Team Sprint Free,GOLD,Johannes H??sflot Kl??bo,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Men's Team Sprint Free,SILVER,Denis SPITSOV,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Cross Country Skiing,Men's Team Sprint Free,SILVER,Aleksandr Bolshunov,Olympic Athletes from Russia,Moscow,55.7504461,37.6174943
2018-pyeongchang,Cross Country Skiing,Men's Team Sprint Free,BRONZE,Maurice MANIFICAT,France,Paris,48.8588897,2.320041022
2018-pyeongchang,Cross Country Skiing,Men's Team Sprint Free,BRONZE,Richard JOUVE,France,Paris,48.8588897,2.320041022
2018-pyeongchang,Cross Country Skiing,Ladies' 30km Mass Start Classic,GOLD,Marit BJOERGEN,Norway,Oslo,59.9133301,10.7389701
2018-pyeongchang,Cross Country Skiing,Ladies' 30km Mass Start Classic,SILVER,Krista PARMAKOSKI,Finland,Helsinki,60.1674881,24.9427473
2018-pyeongchang,Cross Country Skiing,Ladies' 30km Mass Start Classic,BRONZE,Stina NILSSON,Sweden,Stockholm,59.3251172,18.0710935
2018-pyeongchang,Bobsleigh,Women's Bobsleigh,GOLD,Mariama JAMANKA,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Bobsleigh,Women's Bobsleigh,GOLD,Lisa BUCKWITZ,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Bobsleigh,Women's Bobsleigh,SILVER,Elana MEYERS,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Bobsleigh,Women's Bobsleigh,SILVER,Lauren GIBBS,United States of America,United States of America,39.7837304,-100.445882
2018-pyeongchang,Bobsleigh,Women's Bobsleigh,BRONZE,Kaillie HUMPHRIES,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Bobsleigh,Women's Bobsleigh,BRONZE,Phylicia GEORGE,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Bobsleigh,Two-man,GOLD,Justin KRIPPS,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Bobsleigh,Two-man,GOLD,Alexander KOPACZ,Canada,Ottawa,45.4211435,-75.6900574
2018-pyeongchang,Bobsleigh,Two-man,GOLD,Francesco FRIEDRICH,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Bobsleigh,Two-man,GOLD,Thorsten MARGIS,Germany,Berlin,52.5170365,13.3888599
2018-pyeongchang,Bobsleigh,Two-man,BRONZE,Oskars MELBARDIS,Latvia,Riga,56.9493977,24.1051846
2018-pyeongchang,Bobsleigh,Two-man,BRONZE,Janis STRENGA,Latvia,Riga,56.9493977,24.1051846
2014-sochi,Bobsleigh,two-man men,GOLD,Beat HEFTI,Switzerland,Bern,46.9482713,7.4514512
2014-sochi,Bobsleigh,two-man men,GOLD,Alex BAUMANN,Switzerland,Bern,46.9482713,7.4514512
2014-sochi,Bobsleigh,two-man men,SILVER,Steven HOLCOMB,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Bobsleigh,two-man men,SILVER,Steven LANGTON,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Bobsleigh,two-man men,BRONZE,Oskars MELBARDIS,Latvia,Riga,56.9493977,24.1051846
2014-sochi,Bobsleigh,two-man men,BRONZE,Daumants DREISKENS,Latvia,Riga,56.9493977,24.1051846
2014-sochi,Bobsleigh,two-woman women,GOLD,Kaillie HUMPHRIES,Canada,Ottawa,45.4211435,-75.6900574
2014-sochi,Bobsleigh,two-woman women,GOLD,Heather MOYSE,Canada,Ottawa,45.4211435,-75.6900574
2014-sochi,Bobsleigh,two-woman women,SILVER,Elana MEYERS,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Bobsleigh,two-woman women,SILVER,Lauryn WILLIAMS,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Bobsleigh,two-woman women,BRONZE,Jamie GREUBEL POSER,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Bobsleigh,two-woman women,BRONZE,Aja EVANS,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Biathlon,12.5km pursuit men,GOLD,Martin FOURCADE,France,Paris,48.8588897,2.320041022
2014-sochi,Biathlon,12.5km pursuit men,SILVER,Ondrej MORAVEC,Czech Republic,Prague,50.0596288,14.44645927
2014-sochi,Biathlon,12.5km pursuit men,BRONZE,Jean Guillaume BEATRIX,France,Paris,48.8588897,2.320041022
2014-sochi,Biathlon,15km mass start men,GOLD,Emil Hegle SVENDSEN,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Biathlon,15km mass start men,SILVER,Martin FOURCADE,France,Paris,48.8588897,2.320041022
2014-sochi,Biathlon,15km mass start men,BRONZE,Ondrej MORAVEC,Czech Republic,Prague,50.0596288,14.44645927
2014-sochi,Biathlon,7.5km women,GOLD,Anastasiya KUZMINA,Slovakia,Bratislava,48.1516988,17.1093063
2014-sochi,Biathlon,7.5km women,BRONZE,Vita SEMERENKO,Ukraine,Kiev,50.4500336,30.5241361
2014-sochi,Biathlon,20km men,GOLD,Martin FOURCADE,France,Paris,48.8588897,2.320041022
2014-sochi,Biathlon,20km men,SILVER,Erik LESSER,Germany,Berlin,52.5170365,13.3888599
2014-sochi,Biathlon,20km men,BRONZE,Evgeniy GARANICHEV,Russian Federation,Moscow,55.7504461,37.6174943
2014-sochi,Biathlon,12.5km mass start women,GOLD,Darya DOMRACHEVA,Belarus,Minsk,53.9024716,27.5618225
2014-sochi,Biathlon,12.5km mass start women,SILVER,Gabriela KOUKALOVA,Czech Republic,Prague,50.0596288,14.44645927
2014-sochi,Biathlon,12.5km mass start women,BRONZE,Tiril ECKHOFF,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Biathlon,10km pursuit women,GOLD,Darya DOMRACHEVA,Belarus,Minsk,53.9024716,27.5618225
2014-sochi,Biathlon,10km pursuit women,SILVER,Tora BERGER,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Biathlon,10km pursuit women,BRONZE,Teja GREGORIN,Slovenia,Ljubljana,46.0500268,14.5069289
2014-sochi,Biathlon,10km men,GOLD,Ole Einar BJ??RNDALEN,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Biathlon,10km men,SILVER,Dominik LANDERTINGER,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Biathlon,10km men,BRONZE,Jaroslav SOUKUP,Czech Republic,Prague,50.0596288,14.44645927
2014-sochi,Biathlon,15km women,GOLD,Darya DOMRACHEVA,Belarus,Minsk,53.9024716,27.5618225
2014-sochi,Biathlon,15km women,SILVER,Selina GASPARIN,Switzerland,Bern,46.9482713,7.4514512
2014-sochi,Biathlon,15km women,BRONZE,Nadezhda SKARDINO,Belarus,Minsk,53.9024716,27.5618225
2014-sochi,Nordic Combined,Individual men,GOLD,Eric FRENZEL,Germany,Berlin,52.5170365,13.3888599
2014-sochi,Nordic Combined,Individual men,SILVER,Akito WATABE,Japan,Tokyo,35.6828387,139.7594549
2014-sochi,Nordic Combined,Individual men,BRONZE,Magnus KROG,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Nordic Combined,Individual LH men,GOLD,Joergen GRAABAK,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Nordic Combined,Individual LH men,SILVER,Magnus Hovdal MOAN,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Nordic Combined,Individual LH men,BRONZE,Fabian RIESSLE,Germany,Berlin,52.5170365,13.3888599
2014-sochi,Alpine Skiing,super-G women,GOLD,Anna VEITH,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,super-G women,SILVER,Maria H??fl-Riesch,Germany,Berlin,52.5170365,13.3888599
2014-sochi,Alpine Skiing,super-G women,BRONZE,Nicole HOSP,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,super-G men,GOLD,Kjetil JANSRUD,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Alpine Skiing,super-G men,SILVER,Andrew WEIBRECHT,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Alpine Skiing,super-G men,BRONZE,Jan HUDEC,Canada,Ottawa,45.4211435,-75.6900574
2014-sochi,Alpine Skiing,super-G men,BRONZE,Bode MILLER,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Alpine Skiing,alpine combined women,GOLD,Maria H??fl-Riesch,Germany,Berlin,52.5170365,13.3888599
2014-sochi,Alpine Skiing,alpine combined women,SILVER,Nicole HOSP,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,alpine combined women,BRONZE,Julia MANCUSO,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Alpine Skiing,giant slalom women,GOLD,Tina MAZE,Slovenia,Ljubljana,46.0500268,14.5069289
2014-sochi,Alpine Skiing,giant slalom women,SILVER,Anna VEITH,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,giant slalom women,BRONZE,Viktoria REBENSBURG,Germany,Berlin,52.5170365,13.3888599
2014-sochi,Alpine Skiing,giant slalom men,GOLD,Ted LIGETY,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Alpine Skiing,giant slalom men,SILVER,Steve MISSILLIER,France,Paris,48.8588897,2.320041022
2014-sochi,Alpine Skiing,giant slalom men,BRONZE,Alexis PINTURAULT,France,Paris,48.8588897,2.320041022
2014-sochi,Alpine Skiing,downhill men,GOLD,Matthias MAYER,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,downhill men,SILVER,Christof INNERHOFER,Italy,Rome,41.8933203,12.4829321
2014-sochi,Alpine Skiing,downhill men,BRONZE,Kjetil JANSRUD,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Alpine Skiing,downhill women,GOLD,Tina MAZE,Slovenia,Ljubljana,46.0500268,14.5069289
2014-sochi,Alpine Skiing,downhill women,GOLD,Dominique GISIN,Switzerland,Bern,46.9482713,7.4514512
2014-sochi,Alpine Skiing,downhill women,BRONZE,Lara GUT - BEHRAMI,Switzerland,Bern,46.9482713,7.4514512
2014-sochi,Alpine Skiing,slalom women,GOLD,Mikaela SHIFFRIN,United States of America,United States of America,39.7837304,-100.445882
2014-sochi,Alpine Skiing,slalom women,SILVER,Marlies SCHILD,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,slalom women,BRONZE,Kathrin ZETTEL,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,alpine combined men,GOLD,Sandro VILETTA,Switzerland,Bern,46.9482713,7.4514512
2014-sochi,Alpine Skiing,alpine combined men,SILVER,Ivica KOSTELIC,Croatia,Zagreb,45.8131847,15.9771774
2014-sochi,Alpine Skiing,alpine combined men,BRONZE,Christof INNERHOFER,Italy,Rome,41.8933203,12.4829321
2014-sochi,Alpine Skiing,slalom men,GOLD,Mario MATT,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,slalom men,SILVER,Marcel HIRSCHER,Austria,Vienna,48.2083537,16.3725042
2014-sochi,Alpine Skiing,slalom men,BRONZE,Henrik KRISTOFFERSEN,Norway,Oslo,59.9133301,10.7389701
2014-sochi,Short Track Speed Skating,1500m men,GOLD,Charles HAMELIN,Canada,Ottawa,45.4211435,-75.6900574
2014-sochi,Short Track Speed Skating,1500m men,SILVER,Tianyu HAN,People's Republic of China,People's Republic of China,35.000074,104.999927
2014-sochi,Short Track Speed Skating,1500m men,BRONZE,Victor AN,Russian Federation,Moscow,55.7504461,37.6174943
2014-sochi,Short Track Speed Skating,500m women,GOLD,Jianrou LI,People's Republic of China,People's Republic of China,35.000074,104.999927
2014-sochi,Short Track Speed Skating,500m women,SILVER,Arianna FONTANA,Italy,Rome,41.8933203,12.4829321
2014-sochi,Short Track Speed Skating,500m women,BRONZE,Seung-Hi PARK,Republic of Korea,Republic of Korea,36.638392,127.6961188
2014-sochi,Short Track Speed Skating,1000m women,GOLD,Seung-Hi PARK,Republic of Korea,Republic of Korea,36.638392,127.6961188
2014-sochi,Short Track Speed Skating,1000m women,SILVER,Kexin FAN,People's Republic of China,People's Republic of China,35.000074,104.999927
2014-sochi,Short Track Speed Skating,1000m women,BRONZE,Suk Hee SHIM,Republic of Korea,Republic of Korea,36.638392,127.6961188
2014-sochi,Short Track Speed Skating,1500m women,GOLD,Yang ZHOU,People's Republic of China,People's Republic of China,35.000074,104.999927
